,Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
0,City of London,00AA,City of London,00AA,2059,432,120,53,50,31,39,0,3,18,1272,41,E09000001,E09000001,12000,38300,12000,38300,0,1e-10,0.0
1,City of London,00AA,Barking and Dagenham,00AB,6,0,3,3,0,0,0,0,0,0,0,0,E09000001,E09000002,12000,38300,56000,16200,6,0.0,15995.228544234045
2,City of London,00AA,Barnet,00AC,14,0,11,0,0,0,0,0,0,0,3,0,E09000001,E09000003,12000,38300,159000,18700,14,0.0,13935.670948115807
3,City of London,00AA,Bexley,00AD,0,0,0,0,0,0,0,0,0,0,0,0,E09000001,E09000004,12000,38300,112000,18300,0,0.0,17359.908685727496
4,City of London,00AA,Brent,00AE,16,0,10,0,3,0,0,0,0,0,3,0,E09000001,E09000005,12000,38300,127000,16500,16,0.0,13119.797201594114
5,City of London,00AA,Bromley,00AF,0,0,0,0,0,0,0,0,0,0,0,0,E09000001,E09000006,12000,38300,164000,19100,0,0.0,18740.822957056334
6,City of London,00AA,Camden,00AG,335,0,104,10,28,0,22,6,0,15,150,0,E09000001,E09000007,12000,38300,101000,19800,335,0.0,5742.818328059456
7,City of London,00AA,Croydon,00AH,3,0,0,0,3,0,0,0,0,0,0,0,E09000001,E09000008,12000,38300,153000,18300,3,0.0,17701.85088011146
8,City of London,00AA,Ealing,00AJ,9,0,6,3,0,0,0,0,0,0,0,0,E09000001,E09000009,12000,38300,141000,17500,9,0.0,16582.000062122665
9,City of London,00AA,Enfield,00AK,6,0,0,0,0,0,3,0,0,0,3,0,E09000001,E09000010,12000,38300,128000,17500,6,0.0,15197.557993699307
10,City of London,00AA,Greenwich,00AL,3,0,3,0,0,0,0,0,0,0,0,0,E09000001,E09000011,12000,38300,91000,18600,3,0.0,11197.200289554003
11,City of London,00AA,Hackney,00AM,66,0,3,0,9,0,9,0,3,4,38,0,E09000001,E09000012,12000,38300,72000,17700,66,0.0,4670.302766398798
12,City of London,00AA,Hammersmith and Fulham,00AN,61,0,46,0,6,0,6,0,0,3,0,0,E09000001,E09000013,12000,38300,83000,21000,61,0.0,9167.596253698342
13,City of London,00AA,Haringey,00AP,16,0,6,0,0,0,7,0,0,0,3,0,E09000001,E09000014,12000,38300,90000,19100,16,0.0,8514.060740667866
14,City of London,00AA,Harrow,00AQ,7,0,7,0,0,0,0,0,0,0,0,0,E09000001,E09000015,12000,38300,100000,19300,7,0.0,19586.100824243782
15,City of London,00AA,Havering,00AR,9,0,0,6,0,0,3,0,0,0,0,0,E09000001,E09000016,12000,38300,114000,17400,9,0.0,22370.148699517347
16,City of London,00AA,Hillingdon,00AS,10,0,4,0,3,0,3,0,0,0,0,0,E09000001,E09000017,12000,38300,113000,17600,10,0.0,24692.7878108262
17,City of London,00AA,Hounslow,00AT,9,0,6,3,0,0,0,0,0,0,0,0,E09000001,E09000018,12000,38300,101000,16500,9,0.0,19682.110705622257
18,City of London,00AA,Islington,00AU,339,0,26,3,18,0,13,0,0,7,269,3,E09000001,E09000019,12000,38300,82000,18700,339,0.0,3986.2867370517565
19,City of London,00AA,Kensington and Chelsea,00AW,62,0,46,7,0,0,3,0,3,0,3,0,E09000001,E09000020,12000,38300,75000,25900,62,0.0,7080.238142039241
20,City of London,00AA,Kingston upon Thames,00AX,0,0,0,0,0,0,0,0,0,0,0,0,E09000001,E09000021,12000,38300,77000,19500,0,0.0,19513.612655594683
21,City of London,00AA,Lambeth,00AY,42,0,20,0,3,0,7,0,3,0,9,0,E09000001,E09000022,12000,38300,119000,18200,42,0.0,6975.079243129483
22,City of London,00AA,Lewisham,00AZ,15,0,3,6,3,0,3,0,0,0,0,0,E09000001,E09000023,12000,38300,113000,18000,15,0.0,8901.877167039722
23,City of London,00AA,Merton,00BA,6,0,3,3,0,0,0,0,0,0,0,0,E09000001,E09000024,12000,38300,96000,18500,6,0.0,13714.247883106176
24,City of London,00AA,Newham,00BB,16,0,10,0,0,0,6,0,0,0,0,0,E09000001,E09000025,12000,38300,88000,15300,16,0.0,9126.736567308219
25,City of London,00AA,Redbridge,00BC,0,0,0,0,0,0,0,0,0,0,0,0,E09000001,E09000026,12000,38300,118000,17200,0,0.0,14108.739239444621
26,City of London,00AA,Richmond upon Thames,00BD,6,0,3,3,0,0,0,0,0,0,0,0,E09000001,E09000027,12000,38300,94000,23400,6,0.0,17232.01518561157
27,City of London,00AA,Southwark,00BE,103,0,17,3,12,0,7,0,3,0,61,0,E09000001,E09000028,12000,38300,97000,16900,103,0.0,4648.891440607012
28,City of London,00AA,Sutton,00BF,3,0,0,3,0,0,0,0,0,0,0,0,E09000001,E09000029,12000,38300,98000,17600,3,0.0,17948.655753514984
29,City of London,00AA,Tower Hamlets,00BG,266,0,124,0,17,9,26,6,3,7,71,3,E09000001,E09000030,12000,38300,76000,19100,266,0.0,4013.1623971083727
30,City of London,00AA,Waltham Forest,00BH,16,0,13,0,0,0,0,0,0,0,3,0,E09000001,E09000031,12000,38300,99000,16600,16,0.0,10442.419648855028
31,City of London,00AA,Wandsworth,00BJ,16,0,7,3,0,0,3,0,0,3,0,0,E09000001,E09000032,12000,38300,143000,21700,16,0.0,9520.924583822123
32,City of London,00AA,Westminster,00BK,602,0,314,7,61,32,18,6,8,17,133,6,E09000001,E09000033,12000,38300,95000,21900,602,0.0,4722.557791705161
33,Barking and Dagenham,00AB,City of London,00AA,3641,0,1444,1788,55,0,244,27,63,9,11,0,E09000002,E09000001,56000,16200,12000,38300,3641,0.0,15995.228544234045
34,Barking and Dagenham,00AB,Barking and Dagenham,00AB,24444,4010,1214,883,2417,396,9426,1140,234,582,4044,98,E09000002,E09000002,56000,16200,56000,16200,0,1e-10,0.0
35,Barking and Dagenham,00AB,Barnet,00AC,194,0,29,28,8,0,119,6,4,0,0,0,E09000002,E09000003,56000,16200,159000,18700,194,0.0,25100.413807637862
36,Barking and Dagenham,00AB,Bexley,00AD,96,0,6,6,4,0,74,6,0,0,0,0,E09000002,E09000004,56000,16200,112000,18300,96,0.0,9264.886998821297
37,Barking and Dagenham,00AB,Brent,00AE,178,0,47,29,3,0,90,6,0,0,3,0,E09000002,E09000005,56000,16200,127000,16500,178,0.0,27856.177165095618
38,Barking and Dagenham,00AB,Bromley,00AF,66,0,7,10,0,0,45,0,4,0,0,0,E09000002,E09000006,56000,16200,164000,19100,66,0.0,19954.35099292524
39,Barking and Dagenham,00AB,Camden,00AG,1500,0,801,387,24,0,216,19,42,3,5,3,E09000002,E09000007,56000,16200,101000,19800,1500,0.0,20157.230194820466
40,Barking and Dagenham,00AB,Croydon,00AH,104,0,24,26,6,0,42,0,0,0,3,3,E09000002,E09000008,56000,16200,153000,18300,104,0.0,25978.83705238108
41,Barking and Dagenham,00AB,Ealing,00AJ,188,0,63,37,15,0,70,0,3,0,0,0,E09000002,E09000009,56000,16200,141000,17500,188,0.0,32293.480563057932
42,Barking and Dagenham,00AB,Enfield,00AK,410,0,17,25,13,0,309,32,14,0,0,0,E09000002,E09000010,56000,16200,128000,17500,410,0.0,19365.623774228734
43,Barking and Dagenham,00AB,Greenwich,00AL,209,0,33,13,9,0,139,12,0,3,0,0,E09000002,E09000011,56000,16200,91000,18600,209,0.0,9426.533922931869
44,Barking and Dagenham,00AB,Hackney,00AM,980,0,215,198,40,0,427,56,33,4,4,3,E09000002,E09000012,56000,16200,72000,17700,980,0.0,13658.937494050957
45,Barking and Dagenham,00AB,Hammersmith and Fulham,00AN,255,0,153,37,3,0,51,3,5,0,3,0,E09000002,E09000013,56000,16200,83000,21000,255,0.0,25160.473974480807
46,Barking and Dagenham,00AB,Haringey,00AP,301,0,7,56,13,3,193,19,3,4,3,0,E09000002,E09000014,56000,16200,90000,19100,301,0.0,17464.274750415774
47,Barking and Dagenham,00AB,Harrow,00AQ,55,0,18,3,3,0,28,3,0,0,0,0,E09000002,E09000015,56000,16200,100000,19300,55,0.0,33428.67513024828
48,Barking and Dagenham,00AB,Havering,00AR,6415,0,247,260,1749,19,3365,435,73,113,145,9,E09000002,E09000016,56000,16200,114000,17400,6415,0.0,6415.788868517203
49,Barking and Dagenham,00AB,Hillingdon,00AS,97,0,26,17,3,0,51,0,0,0,0,0,E09000002,E09000017,56000,16200,113000,17600,97,0.0,40150.98229497889
50,Barking and Dagenham,00AB,Hounslow,00AT,91,0,32,19,6,0,29,5,0,0,0,0,E09000002,E09000018,56000,16200,101000,16500,91,0.0,35665.33446282274
51,Barking and Dagenham,00AB,Islington,00AU,1385,0,521,393,17,16,338,33,60,4,3,0,E09000002,E09000019,56000,16200,82000,18700,1385,0.0,16890.848054546314
52,Barking and Dagenham,00AB,Kensington and Chelsea,00AW,439,0,264,57,16,0,69,10,23,0,0,0,E09000002,E09000020,56000,16200,75000,25900,439,0.0,23075.466666795128
53,Barking and Dagenham,00AB,Kingston upon Thames,00AX,18,0,6,3,0,0,6,0,0,0,3,0,E09000002,E09000021,56000,16200,77000,19500,18,0.0,33960.70529980273
54,Barking and Dagenham,00AB,Lambeth,00AY,449,0,201,74,7,0,137,10,14,6,0,0,E09000002,E09000022,56000,16200,119000,18200,449,0.0,20134.468150418517
55,Barking and Dagenham,00AB,Lewisham,00AZ,132,0,33,11,3,0,72,5,5,3,0,0,E09000002,E09000023,56000,16200,113000,18000,132,0.0,15060.643712449062
56,Barking and Dagenham,00AB,Merton,00BA,67,0,24,11,3,0,26,0,0,0,3,0,E09000002,E09000024,56000,16200,96000,18500,67,0.0,27368.522136763884
57,Barking and Dagenham,00AB,Newham,00BB,4460,0,578,407,552,13,2488,223,72,75,46,6,E09000002,E09000025,56000,16200,88000,15300,4460,0.0,6900.515129427262
58,Barking and Dagenham,00AB,Redbridge,00BC,5940,0,193,152,1544,34,3158,363,83,119,286,8,E09000002,E09000026,56000,16200,118000,17200,5940,0.0,6107.86671186251
59,Barking and Dagenham,00AB,Richmond upon Thames,00BD,28,0,10,3,0,3,9,0,3,0,0,0,E09000002,E09000027,56000,16200,94000,23400,28,0.0,32923.10780782579
60,Barking and Dagenham,00AB,Southwark,00BE,926,0,342,211,15,0,298,20,28,3,9,0,E09000002,E09000028,56000,16200,97000,16900,926,0.0,16342.904635073259
61,Barking and Dagenham,00AB,Sutton,00BF,38,0,9,5,0,0,24,0,0,0,0,0,E09000002,E09000029,56000,16200,98000,17600,38,0.0,29592.76023253524
62,Barking and Dagenham,00AB,Tower Hamlets,00BG,4069,0,1395,859,86,15,1443,129,96,39,7,0,E09000002,E09000030,56000,16200,76000,19100,4069,0.0,12060.268303468141
63,Barking and Dagenham,00AB,Waltham Forest,00BH,1047,0,85,108,69,0,698,42,18,11,16,0,E09000002,E09000031,56000,16200,99000,16600,1047,0.0,11541.58310660498
64,Barking and Dagenham,00AB,Wandsworth,00BJ,165,0,48,22,6,0,73,3,10,3,0,0,E09000002,E09000032,56000,16200,143000,21700,165,0.0,24421.233350315204
65,Barking and Dagenham,00AB,Westminster,00BK,3280,0,2078,664,66,0,337,43,71,12,3,6,E09000002,E09000033,56000,16200,95000,21900,3280,0.0,20654.770549238754
66,Barnet,00AC,City of London,00AA,7709,0,4948,1779,133,16,620,59,111,25,10,8,E09000003,E09000001,159000,18700,12000,38300,7709,0.0,13935.670948115807
67,Barnet,00AC,Barking and Dagenham,00AB,96,0,9,3,0,0,74,3,4,0,3,0,E09000003,E09000002,159000,18700,56000,16200,96,0.0,25100.413807637862
68,Barnet,00AC,Barnet,00AC,59512,15467,3138,824,5778,674,23154,1829,329,545,7491,283,E09000003,E09000003,159000,18700,159000,18700,0,1e-10,0.0
69,Barnet,00AC,Bexley,00AD,34,0,3,8,0,0,23,0,0,0,0,0,E09000003,E09000004,159000,18700,112000,18300,34,0.0,29923.534138368206
70,Barnet,00AC,Brent,00AE,5467,0,290,122,869,14,3541,244,57,68,245,17,E09000003,E09000005,159000,18700,127000,16500,5467,0.0,7543.283649218498
71,Barnet,00AC,Bromley,00AF,76,0,14,14,3,0,39,0,0,0,6,0,E09000003,E09000006,159000,18700,164000,19100,76,0.0,32662.258227735932
72,Barnet,00AC,Camden,00AG,12080,0,5741,989,884,25,3593,287,197,180,167,17,E09000003,E09000007,159000,18700,101000,19800,12080,0.0,8560.390058181607
73,Barnet,00AC,Croydon,00AH,148,0,39,43,3,0,54,3,0,3,3,0,E09000003,E09000008,159000,18700,153000,18300,148,0.0,30229.607824154173
74,Barnet,00AC,Ealing,00AJ,1573,0,154,41,158,6,1108,59,28,4,12,3,E09000003,E09000009,159000,18700,141000,17500,1573,0.0,13365.61649477046
75,Barnet,00AC,Enfield,00AK,4098,0,125,60,443,14,2963,162,49,48,228,6,E09000003,E09000010,159000,18700,128000,17500,4098,0.0,9345.965287304722
76,Barnet,00AC,Greenwich,00AL,101,0,33,16,4,0,42,3,3,0,0,0,E09000003,E09000011,159000,18700,91000,18600,101,0.0,24235.90851872959
77,Barnet,00AC,Hackney,00AM,1576,0,491,152,66,11,754,45,36,11,10,0,E09000003,E09000012,159000,18700,72000,17700,1576,0.0,12396.044879876306
78,Barnet,00AC,Hammersmith and Fulham,00AN,1431,0,594,66,65,3,623,32,32,6,7,3,E09000003,E09000013,159000,18700,83000,21000,1431,0.0,13482.335482965493
79,Barnet,00AC,Haringey,00AP,3842,0,265,80,599,11,2539,130,40,31,140,7,E09000003,E09000014,159000,18700,90000,19100,3842,0.0,7654.933442968545
80,Barnet,00AC,Harrow,00AQ,2623,0,120,48,441,9,1766,106,16,26,88,3,E09000003,E09000015,159000,18700,100000,19300,2623,0.0,9316.719287524062
81,Barnet,00AC,Havering,00AR,131,0,9,0,0,3,109,4,6,0,0,0,E09000003,E09000016,159000,18700,114000,17400,131,0.0,30403.225277829093
82,Barnet,00AC,Hillingdon,00AS,1023,0,114,28,31,0,811,18,15,3,0,3,E09000003,E09000017,159000,18700,113000,17600,1023,0.0,18316.625503096664
83,Barnet,00AC,Hounslow,00AT,611,0,95,57,27,0,398,10,21,3,0,0,E09000003,E09000018,159000,18700,101000,16500,611,0.0,19661.935796831076
84,Barnet,00AC,Islington,00AU,5775,0,2303,687,454,22,1974,120,98,70,40,7,E09000003,E09000019,159000,18700,82000,18700,5775,0.0,10210.431184450214
85,Barnet,00AC,Kensington and Chelsea,00AW,1841,0,940,107,163,11,498,44,27,35,9,7,E09000003,E09000020,159000,18700,75000,25900,1841,0.0,12831.554802729635
86,Barnet,00AC,Kingston upon Thames,00AX,68,0,19,18,0,0,28,0,0,0,3,0,E09000003,E09000021,159000,18700,77000,19500,68,0.0,25931.784606194546
87,Barnet,00AC,Lambeth,00AY,1129,0,711,83,25,6,271,8,19,6,0,0,E09000003,E09000022,159000,18700,119000,18200,1129,0.0,19131.167585145315
88,Barnet,00AC,Lewisham,00AZ,124,0,31,17,10,0,54,3,3,3,0,3,E09000003,E09000023,159000,18700,113000,18000,124,0.0,22835.771268314445
89,Barnet,00AC,Merton,00BA,146,0,50,11,12,0,53,0,8,3,9,0,E09000003,E09000024,159000,18700,96000,18500,146,0.0,22940.24241290593
90,Barnet,00AC,Newham,00BB,387,0,80,25,12,3,248,10,4,5,0,0,E09000003,E09000025,159000,18700,88000,15300,387,0.0,19819.82840752303
91,Barnet,00AC,Redbridge,00BC,305,0,40,8,13,0,231,10,3,0,0,0,E09000003,E09000026,159000,18700,118000,17200,305,0.0,20090.981444828885
92,Barnet,00AC,Richmond upon Thames,00BD,229,0,53,29,7,0,116,4,7,3,10,0,E09000003,E09000027,159000,18700,94000,23400,229,0.0,20541.400264926287
93,Barnet,00AC,Southwark,00BE,1792,0,1114,230,48,3,318,21,32,13,13,0,E09000003,E09000028,159000,18700,97000,16900,1792,0.0,18377.052198607445
94,Barnet,00AC,Sutton,00BF,44,0,10,14,0,0,17,0,3,0,0,0,E09000003,E09000029,159000,18700,98000,17600,44,0.0,28336.808518851205
95,Barnet,00AC,Tower Hamlets,00BG,2511,0,1334,292,34,10,725,57,29,14,13,3,E09000003,E09000030,159000,18700,76000,19100,2511,0.0,16500.086811740985
96,Barnet,00AC,Waltham Forest,00BH,555,0,54,26,31,6,415,11,3,3,3,3,E09000003,E09000031,159000,18700,99000,16600,555,0.0,13889.266914709508
97,Barnet,00AC,Wandsworth,00BJ,536,0,280,33,16,0,174,8,16,3,3,3,E09000003,E09000032,159000,18700,143000,21700,536,0.0,18323.19889567646
98,Barnet,00AC,Westminster,00BK,16330,0,9531,1097,1701,35,3081,296,342,171,50,26,E09000003,E09000033,159000,18700,95000,21900,16330,0.0,11916.739971927653
99,Bexley,00AD,City of London,00AA,6580,0,60,5697,45,6,515,54,167,20,10,6,E09000004,E09000001,112000,18300,12000,38300,6580,0.0,17359.908685727496
100,Bexley,00AD,Barking and Dagenham,00AB,362,0,3,11,15,0,285,16,13,0,8,11,E09000004,E09000002,112000,18300,56000,16200,362,0.0,9264.886998821297
101,Bexley,00AD,Barnet,00AC,132,0,3,57,6,0,60,3,3,0,0,0,E09000004,E09000003,112000,18300,159000,18700,132,0.0,29923.534138368206
102,Bexley,00AD,Bexley,00AD,41218,7537,99,1588,3654,767,19107,2019,374,581,5346,146,E09000004,E09000004,112000,18300,112000,18300,0,1e-10,0.0
103,Bexley,00AD,Brent,00AE,144,0,12,57,6,0,62,3,4,0,0,0,E09000004,E09000005,112000,18300,127000,16500,144,0.0,30474.823417658015
104,Bexley,00AD,Bromley,00AF,4998,0,13,164,645,10,3699,288,88,40,45,6,E09000004,E09000006,112000,18300,164000,19100,4998,0.0,11733.620640776207
105,Bexley,00AD,Camden,00AG,2470,0,66,1941,32,3,308,19,80,9,9,3,E09000004,E09000007,112000,18300,101000,19800,2470,0.0,22882.838829759527
106,Bexley,00AD,Croydon,00AH,710,0,9,132,20,0,512,13,21,0,0,3,E09000004,E09000008,112000,18300,153000,18300,710,0.0,19820.170232349
107,Bexley,00AD,Ealing,00AJ,188,0,16,69,9,0,76,9,6,0,3,0,E09000004,E09000009,112000,18300,141000,17500,188,0.0,33578.75820742622
108,Bexley,00AD,Enfield,00AK,123,0,6,26,3,0,74,7,4,0,3,0,E09000004,E09000010,112000,18300,128000,17500,123,0.0,26473.93749637633
109,Bexley,00AD,Greenwich,00AL,9498,0,21,356,1641,37,6482,520,157,127,154,3,E09000004,E09000011,112000,18300,91000,18600,9498,0.0,6217.143961725476
110,Bexley,00AD,Hackney,00AM,698,0,14,337,10,7,280,18,29,3,0,0,E09000004,E09000012,112000,18300,72000,17700,698,0.0,17527.683913489116
111,Bexley,00AD,Hammersmith and Fulham,00AN,333,0,13,201,7,0,83,6,20,0,3,0,E09000004,E09000013,112000,18300,83000,21000,333,0.0,25508.616568766647
112,Bexley,00AD,Haringey,00AP,110,0,3,36,0,0,65,3,3,0,0,0,E09000004,E09000014,112000,18300,90000,19100,110,0.0,22540.65392065238
113,Bexley,00AD,Harrow,00AQ,29,0,3,11,0,0,9,3,3,0,0,0,E09000004,E09000015,112000,18300,100000,19300,29,0.0,36848.11534926345
114,Bexley,00AD,Havering,00AR,394,0,0,24,30,3,259,15,8,7,48,0,E09000004,E09000016,112000,18300,114000,17400,394,0.0,12598.487428406563
115,Bexley,00AD,Hillingdon,00AS,109,0,7,26,0,0,72,0,4,0,0,0,E09000004,E09000017,112000,18300,113000,17600,109,0.0,41797.17666793675
116,Bexley,00AD,Hounslow,00AT,161,0,7,57,6,0,78,6,7,0,0,0,E09000004,E09000018,112000,18300,101000,16500,161,0.0,35343.33155276207
117,Bexley,00AD,Islington,00AU,1557,0,34,1045,23,4,340,28,70,7,3,3,E09000004,E09000019,112000,18300,82000,18700,1557,0.0,20062.76237127535
118,Bexley,00AD,Kensington and Chelsea,00AW,603,0,39,427,16,0,83,6,26,3,0,3,E09000004,E09000020,112000,18300,75000,25900,603,0.0,23667.715114386578
119,Bexley,00AD,Kingston upon Thames,00AX,77,0,3,31,0,0,37,0,0,0,6,0,E09000004,E09000021,112000,18300,77000,19500,77,0.0,30937.3548574348
120,Bexley,00AD,Lambeth,00AY,1808,0,20,888,36,0,727,51,76,10,0,0,E09000004,E09000022,112000,18300,119000,18200,1808,0.0,18131.70634997524
121,Bexley,00AD,Lewisham,00AZ,2989,0,22,383,281,3,2029,132,94,31,7,7,E09000004,E09000023,112000,18300,113000,18000,2989,0.0,11389.80376446521
122,Bexley,00AD,Merton,00BA,190,0,9,68,3,0,101,4,5,0,0,0,E09000004,E09000024,112000,18300,96000,18500,190,0.0,24281.76723186024
123,Bexley,00AD,Newham,00BB,574,0,6,54,33,0,431,20,27,3,0,0,E09000004,E09000025,112000,18300,88000,15300,574,0.0,10339.378026261884
124,Bexley,00AD,Redbridge,00BC,111,0,3,9,3,0,88,0,8,0,0,0,E09000004,E09000026,112000,18300,118000,17200,111,0.0,14628.632150523788
125,Bexley,00AD,Richmond upon Thames,00BD,90,0,3,49,3,0,29,3,3,0,0,0,E09000004,E09000027,112000,18300,94000,23400,90,0.0,31668.87175401051
126,Bexley,00AD,Southwark,00BE,4666,0,49,2278,175,9,1829,111,171,32,6,6,E09000004,E09000028,112000,18300,97000,16900,4666,0.0,15109.341550313251
127,Bexley,00AD,Sutton,00BF,170,0,3,27,9,0,118,6,7,0,0,0,E09000004,E09000029,112000,18300,98000,17600,170,0.0,24820.43517445534
128,Bexley,00AD,Tower Hamlets,00BG,2825,0,117,1285,59,4,1141,76,124,13,3,3,E09000004,E09000030,112000,18300,76000,19100,2825,0.0,13724.970364648483
129,Bexley,00AD,Waltham Forest,00BH,222,0,3,48,12,4,142,6,7,0,0,0,E09000004,E09000031,112000,18300,99000,16600,222,0.0,18305.305626351786
130,Bexley,00AD,Wandsworth,00BJ,618,0,4,201,11,3,351,16,24,5,0,3,E09000004,E09000032,112000,18300,143000,21700,618,0.0,22854.04655816745
131,Bexley,00AD,Westminster,00BK,7692,0,190,6322,126,9,692,83,217,37,10,6,E09000004,E09000033,112000,18300,95000,21900,7692,0.0,21828.33812874575
132,Brent,00AE,City of London,00AA,4145,0,3327,372,90,3,246,16,38,37,13,3,E09000005,E09000001,127000,16500,12000,38300,4145,0.0,13119.797201594114
133,Brent,00AE,Barking and Dagenham,00AB,40,0,10,6,0,0,24,0,0,0,0,0,E09000005,E09000002,127000,16500,56000,16200,40,0.0,27856.177165095618
134,Brent,00AE,Barnet,00AC,6124,0,334,160,1622,7,3224,307,57,71,326,16,E09000005,E09000003,127000,16500,159000,18700,6124,0.0,7543.283649218498
135,Brent,00AE,Bexley,00AD,28,0,5,6,4,0,10,0,3,0,0,0,E09000005,E09000004,127000,16500,112000,18300,28,0.0,30474.823417658015
136,Brent,00AE,Brent,00AE,42991,10886,3723,1316,4958,315,13917,1271,232,584,5589,200,E09000005,E09000005,127000,16500,127000,16500,0,1e-10,0.0
137,Brent,00AE,Bromley,00AF,66,0,24,15,5,0,16,3,0,0,0,3,E09000005,E09000006,127000,16500,164000,19100,66,0.0,30382.587608306152
138,Brent,00AE,Camden,00AG,8105,0,3661,994,915,19,1707,178,105,205,311,10,E09000005,E09000007,127000,16500,101000,19800,8105,0.0,7774.499806044896
139,Brent,00AE,Croydon,00AH,187,0,57,57,16,0,45,3,0,0,6,3,E09000005,E09000008,127000,16500,153000,18300,187,0.0,25859.602871738156
140,Brent,00AE,Ealing,00AJ,6703,0,554,321,1408,12,3585,324,68,115,302,14,E09000005,E09000009,127000,16500,141000,17500,6703,0.0,5943.963204646058
141,Brent,00AE,Enfield,00AK,426,0,51,20,34,3,289,17,7,0,5,0,E09000005,E09000010,127000,16500,128000,17500,426,0.0,16190.982666610087
142,Brent,00AE,Greenwich,00AL,124,0,49,18,3,0,42,3,6,0,3,0,E09000005,E09000011,127000,16500,91000,18600,124,0.0,24315.435681964067
143,Brent,00AE,Hackney,00AM,809,0,391,134,30,0,210,12,8,12,12,0,E09000005,E09000012,127000,16500,72000,17700,809,0.0,14198.097079336618
144,Brent,00AE,Hammersmith and Fulham,00AN,3709,0,1023,221,580,9,1431,88,71,150,126,10,E09000005,E09000013,127000,16500,83000,21000,3709,0.0,7786.1891529011145
145,Brent,00AE,Haringey,00AP,730,0,101,48,84,3,410,19,5,11,49,0,E09000005,E09000014,127000,16500,90000,19100,730,0.0,11664.02040853736
146,Brent,00AE,Harrow,00AQ,5102,0,676,281,933,17,2712,235,22,43,172,11,E09000005,E09000015,127000,16500,100000,19300,5102,0.0,6701.089592348297
147,Brent,00AE,Havering,00AR,51,0,15,15,0,0,21,0,0,0,0,0,E09000005,E09000016,127000,16500,114000,17400,51,0.0,33857.622181757746
148,Brent,00AE,Hillingdon,00AS,2127,0,407,152,132,0,1359,46,20,3,0,8,E09000005,E09000017,127000,16500,113000,17600,2127,0.0,12479.648684119291
149,Brent,00AE,Hounslow,00AT,1404,0,310,189,86,0,740,30,17,18,6,8,E09000005,E09000018,127000,16500,101000,16500,1404,0.0,12122.289275061106
150,Brent,00AE,Islington,00AU,2535,0,1337,345,150,3,570,38,33,45,14,0,E09000005,E09000019,127000,16500,82000,18700,2535,0.0,10984.082630763982
151,Brent,00AE,Kensington and Chelsea,00AW,3926,0,1236,229,860,6,1081,79,75,154,197,9,E09000005,E09000020,127000,16500,75000,25900,3926,0.0,8259.105420347163
152,Brent,00AE,Kingston upon Thames,00AX,116,0,14,16,15,0,65,0,3,3,0,0,E09000005,E09000021,127000,16500,77000,19500,116,0.0,19030.185780517833
153,Brent,00AE,Lambeth,00AY,1107,0,654,82,53,0,256,12,13,24,13,0,E09000005,E09000022,127000,16500,119000,18200,1107,0.0,15602.13041145462
154,Brent,00AE,Lewisham,00AZ,147,0,63,27,15,0,36,3,0,0,3,0,E09000005,E09000023,127000,16500,113000,18000,147,0.0,21113.59831429577
155,Brent,00AE,Merton,00BA,203,0,49,35,22,0,70,10,3,8,6,0,E09000005,E09000024,127000,16500,96000,18500,203,0.0,17241.811879077966
156,Brent,00AE,Newham,00BB,279,0,81,40,14,0,116,3,3,6,10,6,E09000005,E09000025,127000,16500,88000,15300,279,0.0,21471.888338476743
157,Brent,00AE,Redbridge,00BC,116,0,22,12,8,0,68,0,0,0,6,0,E09000005,E09000026,127000,16500,118000,17200,116,0.0,24013.683767320003
158,Brent,00AE,Richmond upon Thames,00BD,396,0,76,102,21,0,176,3,7,8,3,0,E09000005,E09000027,127000,16500,94000,23400,396,0.0,13248.606178913935
159,Brent,00AE,Southwark,00BE,1565,0,1035,105,61,3,283,16,14,27,15,6,E09000005,E09000028,127000,16500,97000,16900,1565,0.0,16395.86959928804
160,Brent,00AE,Sutton,00BF,56,0,7,11,8,0,27,3,0,0,0,0,E09000005,E09000029,127000,16500,98000,17600,56,0.0,22736.382632990466
161,Brent,00AE,Tower Hamlets,00BG,1655,0,1224,114,36,0,236,17,15,10,3,0,E09000005,E09000030,127000,16500,76000,19100,1655,0.0,16861.324704296083
162,Brent,00AE,Waltham Forest,00BH,210,0,55,18,18,0,101,6,6,3,3,0,E09000005,E09000031,127000,16500,99000,16600,210,0.0,18121.17697972547
163,Brent,00AE,Wandsworth,00BJ,669,0,267,72,33,0,247,15,11,12,6,6,E09000005,E09000032,127000,16500,143000,21700,669,0.0,13140.410891086916
164,Brent,00AE,Westminster,00BK,16418,0,9232,1012,2676,40,2285,243,261,365,269,35,E09000005,E09000033,127000,16500,95000,21900,16418,0.0,8980.339142736279
165,Bromley,00AF,City of London,00AA,9855,0,173,8841,67,6,512,53,155,27,11,10,E09000006,E09000001,164000,19100,12000,38300,9855,0.0,18740.822957056334
166,Bromley,00AF,Barking and Dagenham,00AB,134,0,3,10,0,0,118,3,0,0,0,0,E09000006,E09000002,164000,19100,56000,16200,134,0.0,19954.35099292524
